Link,Content
https://saiht.de/blog/2017/01/15/who-is-faster-you-or-the-city/,"You or the City – Who is faster? – Stay Curious. Stay Curious. About Hofkoh Saigon You or the City – Who is faster? Written by Matthias in Saigon Nach meinem ersten Laufevent in Hamburg Sommer 2016 – dem Nachtlauf mit 7,5 Kilometern – suchte ich vergleichbares auch in der Metropole HCMC. Und die gibt es: den HCMCRUM seit einigen Jahren. Da ich nicht allein laufen wollte, wartete ich auf weitere Anmeldungen. Carlos bereitete sich auf 21 Kilometer vor. Das war mir zuviel, 10 Kilometer sollten reichen. Ein gutes Motivationsvideo gibt es natürlich: Also habe ich nur bei den 5 Kilometern mitgemacht. Aber auch da sind nicht alle gerannt (wofür steht das ‘run’?) sondern gelaufen. So wie dieser Teilnehmer bei den 21 Kilometern: Ich habe immerhin eine Pace von 5:30 bzw. einen Schnitt von 11 km/h erreicht. Da ist noch Luft nach oben … leisure running sports ← Berichte von Kollegen Waffelverkauf → Comments Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2017/01/13/berichte-von-kollegen/,"Berichte von Kollegen – Stay Curious. Stay Curious. About Hofkoh Saigon Berichte von Kollegen Written by Matthias in Saigon , Schule Hier ist die Seite von Denise auf WordPress.com: https://meandvietnam.wordpress.com/2017/01/13/zuruck-im-chaos/ Zurück im heißgeliebten Chaos website wordpress ← Am Strand von Vũng Tàu You or the City – Who is faster? → Comments Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/09/17/am-strand-von-vung-tau/,"Am Strand von Vũng Tàu – Stay Curious. Stay Curious. About Hofkoh Saigon Am Strand von Vũng Tàu Written by Matthias in Leisure Nur 100 Kilometer entfernt – aber 2 Stunden Fahrt mit Fähre und Motorroller – ist der Strand in Vung Tau. Jetzt war ich endlich auch dort und habe ein 360°-Panorama geschossen. Einfach mit der Maus auf das Bild klicken und bewegen. Der Blick über den Strand war toll: Und das Wasser natürlich auch: Auf dem Rückweg fing es leider wieder an zu regnen. Auch bei 28°C besitzen die Regentropfen noch einiges an kinetischer Energie und Impuls, um beim Auftreffen aus 60 km/h deutlich spürbar zu sein. Ich nehme wieder die Fähre über den Nhà Bè Fluss (darin mündet der Saigon-Fluss) für 3000 VND (0,12 €) – jetzt allerdings in der Nacht. Ich habe eine Geschichte für jeden Tag zurück bis zu meiner Ankunft. Stück für Stück fülle ich die Tage auf – bitte etwas Geduld. Zum Teil beginne ich nur mit den Bildern. Urlaub Vietnam ← Ernährungsumstellung Berichte von Kollegen → Comments 3 responses to “Am Strand von Vũng Tàu” November 1, 2016 Stefanie Klein Hallo Matthias, was für herrliche Naturaufnahmen! Ilona, Mama und ich waren neulich in Dänemark. Der Strand war ähnlich “ewig”. Hast Du denn schon Steine oder Muscheln gesammelt? Reply March 4, 2017 Matthias Kreier Noch nicht. Ich versuche es nächste Woche auf Phu Quoc. Dabei werden die 10 Kinder meiner Klasse sicherlich helfen. Reply February 16, 2017 Claudia Hallo Matthias, sehr nette Gegend! Ich wünsche Dir eine gute Zeit in Vietnam – vielleicht kommst Du ja irgendwann wieder zurück ins langweilige NDS ;o) LG Claudia Reply Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/09/16/ernaehrungsumstellung/,"Ernährungsumstellung – Stay Curious. Stay Curious. About Hofkoh Saigon Ernährungsumstellung Written by Matthias in Projects Dank meiner neuen Ernährungsweise habe ich einige Pfunde verloren. Besonders hilfreich war ein Hinweis von Carlos: Mit dieser Diät aus Venezuela habe ich schon 7 Kilo verloren und bin damit auf dem Wert, mit dem ich einst in Hofkoh ankam. Außerdem passt sie hervorragend zu meiner Vitaminallergie. Bis zu den alten Moskauer Werten ist es aber noch ein langer Weg. health ← Langsames Internet Am Strand von Vũng Tàu → Comments Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/09/12/langsames-internet/,"Langsames Internet – Stay Curious. Stay Curious. About Hofkoh Saigon Langsames Internet Written by Matthias in Saigon Eines der Leiden hier in Vietnam ist das langsame Internet. Immer wieder ist es unterbrochen, speziell die internationalen Verbindungen. Wir sprechen schmunzelnd von einer üblichen “Shark Attack” so als ob ein Hai die Leitung angefressen hätte. Wenn man sieht, wo die Unterseekabel verlaufen, ist es schon verwunderlich, dass nur Vietnam betroffen ist. Was auch immer die Ursache, die Leitung ist seit dem 2. August gestört, am 9. August noch 10 Tage zu warten … Der folgende Link von 2016 geht leider nicht mehr, aber es gibt eine weitere Quelle. http://english.vietnamnet.vn/fms/science-it/161866/internet-in-vietnam-to-resume-in-at-least-10-days.html Und hier die zweite Quelle: https://subtelforum.com/73internet-in-vietnam-to-resume-in-at-least-10-days/ Internet in Vietnam to Resume in at least 10 Days Internet Kultur Vietnam ← Holzwerkstatt 1 – Regal in TimeLapse Ernährungsumstellung → Comments Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/09/09/holzwerkstatt-1-regal-in-timelapse/,"Holzwerkstatt 1 – Regal in TimeLapse – Stay Curious. Stay Curious. About Hofkoh Saigon Holzwerkstatt 1 – Regal in TimeLapse Written by Matthias in Schule An zwei Tagen der Woche habe ich für 45 Minuten eine AG zum Thema Holz. Manchmal nennen wir sie Holzwerkstatt, manchmal Baumhaus-AG. Und wir können schnell arbeiten: Auf DMAX läuft mitunter die Serie “Die Baumhaus-Profis”. Auf Englisch heißt die Serie “Treehouse Masters”. Einige Schüler kennen sie. So ist das langfristige Ziel unserer AG, ein Baumhaus zu bauen. Holzwerkstatt ← Fahrt zur Schule mit der GoPro (Yi Xiaomi) Langsames Internet → Comments Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/09/09/fahrt-zur-schule-mit-der-gopro-yi-xiaomi/,"Fahrt zur Schule mit der GoPro (Yi Xiaomi) – Stay Curious. Stay Curious. About Hofkoh Saigon Fahrt zur Schule mit der GoPro (Yi Xiaomi) Written by Matthias in Saigon , Schule Neues Spielzeug: eine Actionkamera! Eigentlich für den Klassenausflug an den Strand bzw. zum Tauchen auf Phu Quoc gekauft, kann sie auch für Alltagssituationen eingesetzt werden. Und da es immer mal regnen kann ist es gut, dass sie wasserdicht ist. Der Arbeitsweg ist nicht bearbeitet, kein Sound unterlegt, nicht beschleunigt, einfach mal ein Video. Bessere folgen im Laufe der Zeit (da ja das ja auch Zeit kostet). Roller ← Topcase für das Motorrad Holzwerkstatt 1 – Regal in TimeLapse → Comments Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/09/03/topcase-fuer-das-motorrad/,"Topcase für das Motorrad – Stay Curious. Stay Curious. About Hofkoh Saigon Topcase für das Motorrad Written by Matthias in Saigon Nach der Atilla habe ich für 2 Tage eine Yamaha Nozza ausprobiert. Leider kann ich auf der Sitzbank nicht wirklich sitzen. Also gab es eine Yamaha Nuovo 4 als Nachfolgemodell. Hier wurde der Hubraum auf 135 cm³ vergrößert. Der Motor ist nun wassergekühlt. Damit ist die Beschleunigung spürbar stärker und dank der großen Räder bügelt man über die vielen Unebenheiten sehr elegant hinweg. Ein Topcase haben hier nur sehr wenige. So finde ich meinen Roller natürlich auch viel leichter. Den Aufwand kann man sich natürlich auch sparen und den Transport “Vietnam-style” durchführen. Zwei Erwachsene und zwei Kinder auf einem Roller sind hier normal. Wie kriege ich den neuen 49″-Fernseher nach Hause? Mit dem Roller: Also gut. Und 2000 Hühnereier? Na mit dem Roller! Gut. Was ist denn mit dem 5 Meter langem Abflussrohr? Sorry, ich verstehe die Frage nicht. Du hast doch einen Roller: Ich mein’ – ist doch klar, dann “ tüddelst du das hier rum und dann ist gut! ” Vor kurzem bei uns nicht anders 🙂 Roller ← Holzbestellung für die Holzwerkstatt Fahrt zur Schule mit der GoPro (Yi Xiaomi) → Comments One response to “Topcase für das Motorrad” September 14, 2016 Antje Meiborg-Bessim Saleh Na, super, hätte ich mir auch gekauft. Weiter so! Reply Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/09/02/holzbestellung-fuer-die-holzwerkstatt/,"Holzbestellung für die Holzwerkstatt – Stay Curious. Stay Curious. About Hofkoh Saigon Holzbestellung für die Holzwerkstatt Written by Matthias in Schule Nach dem Umzug bei Willy fahre ich noch etwas durch die Stadt. Es ist ja ein Feiertag – der Befreiungstag, oder Nationalfeiertag. Was heißt das für die Geschäfte? Alan sagt: “Business as usual.” Und er behält Recht. Alle Geschäfte sind weiterhin auf. So sehe ich dann auch endlich einige Holzhändler am Straßenrand. Denn Baumärkte gibt es hier nicht. Ich halte bei einem Händler an und frage nach den Preisen und lieferbaren Längen. Naja, wir verstehen uns zwar nicht, aber ich kann ja mit dem Finger auf die jeweiligen Holzleisten weisen. Maße schreiben wir auf, ebenso die Preise. Für Details rufe ich einfach mal eine Kollegin an – und sie ist so nett, an ihrem freien Tag als Übersetzerin zu arbeiten. Für den Start haben wir somit schon mal etwas Holz. Bleibt noch Werkzeug. Baumhaus Business in Vietnam Holzwerkstatt ← Vier Klassen in einer Klasse? Topcase für das Motorrad → Comments Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/08/29/vier-klassen-in-einer-klasse/,"Vier Klassen in einer Klasse? – Stay Curious. Stay Curious. About Hofkoh Saigon Vier Klassen in einer Klasse? Written by Matthias in Schule Ich bin jetzt Klassenlehrer der 5. und 6. Klasse. Diese Klassen wiederum sind unterteilt in DaF-Schüler (Deutsch als Fremdsprache) und DaM-Schüler (Deutsch als Muttersprache). Die DaF-Schüler haben einigen Fachunterricht wie Physik und Biologie extra und außerdem viele Stunden DaF-Unterricht. Dafür fallen aber andere Unterrichtsstunden weg. Damit wird der Stundenplan für “unsere Klasse” – die 5 und 6 sind zusammen – etwas unübersichtlich: Für uns Lehrer ist das auch nicht ganz einfach. So habe ich die Deutsch-Schüler der 5 und 6 gleichzeitig im Matheunterricht. Aber die Inhalte sind natürlich andere, je nach Jahrgang. So muss die eine Hälfte in Ruhe arbeiten, während mit der anderen Hälfte ein neues Thema erarbeitet wird. Aber wir werden besser 🙂 IGS ← überschwemmte Schule Holzbestellung für die Holzwerkstatt → Comments Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/08/27/ueberschwemmte-schule/,"überschwemmte Schule – Stay Curious. Stay Curious. About Hofkoh Saigon überschwemmte Schule Written by Matthias in Saigon , Schule Das folgende Bild zeigt meinen Klassenraum in der Lehrervilla. Dort waren wir von dem Starkregen gestern zum Glück nicht betroffen. Mit den neu bespannten Tafeln sieht er ganz nett aus – wenn auch zu klein für 11 Schüler. Am Freitag regnete es 84mm. Davon um 17:00 Uhr 29 Millimeter in einer halben Stunde. Das machte das 75mm-Regenabflussrohr von Haus B nicht ausreichend mit – und es schwappte in den Kunstraum. Mit Eimern und Kannen versuchten die noch anwesenden Lehrer, das Schlimmste zu verhindern. Dennoch standen bis zu 10cm Wasser im Klassenraum. Und es blieb nicht das letzte Mal … IGS Kultur Vietnam ← Erster Schultag Vier Klassen in einer Klasse? → Comments One response to “überschwemmte Schule” September 14, 2016 Antje Meiborg-Bessim Saleh Hallo, Matthias, wie groß sind denn die Lerngruppen? Wenn 2 Klassen gleichzeitig unterrichtet werden? 11 SuS klingt gut. Ist wohl nur eine Teilgruppe? Schöne Lehrervilla ! Und wie klappt die Verständigung? LG Antje Reply Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/08/26/erster-schultag/,"Erster Schultag – Stay Curious. Stay Curious. About Hofkoh Saigon Erster Schultag Written by Matthias in Schule Nach einer Woche Arbeit geht es jetzt auch für die Schüler los. Begrüßung, Einführung, Zuordnung Klassenlehrer und Gruppenfoto der gesamten Schule: Ich bin Klassenlehrer für die fünfte und sechste Klasse. Sind aber insgesamt nur 11 Schüler. Anna kommt erst in zwei Wochen: Und Loudon aus Australien ist der einzige Junge. Da hilft es wohl auch nicht, dass seine Schwester in der Klasse ist. Die beiden müssen wie auch drei Weitere erst noch einen Intensivkurs in Deutsch belegen, um die Sprache überhaupt sprechen zu lernen. Somit spricht nur die halbe Klasse einigermaßen deutsch. Aber wir sind gut gelaunt! IGS ← Bankkonto 3: BIDV und Vietin überschwemmte Schule → Comments One response to “Erster Schultag” September 15, 2016 Antje Meiborg-Bessim Saleh Das sind ja traumhafte Verhältnisse, 11 SuS in 2 Klassen, da bleibt eine Binnendifferenzierung übersichtlich! Beneidenswerte Bedingungen! Da würde ich Überschwemmungen lächelnd wegstecken! Viel Spaß! LG Antje Reply Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/08/17/bankkonto-3-bidv-und-vietin/,"Bankkonto 3: BIDV und Vietin – Stay Curious. Stay Curious. About Hofkoh Saigon Bankkonto 3: BIDV und Vietin Written by Matthias in Saigon Nachdem die Kontoeröffnung bei der Standard Chartered gescheitert ist, versuche ich mich auf eigene Faust bei zwei vietnamesischen Banken. Die erste ist unsere Hausbank – die Bank für Investment und Development in Vietnam. Nachdem ich die Adresse in Distrikt 1 nahe dem höchsten Gebäude der Stadt (Bitexco-Tower) ausgemacht habe kann ich dort relativ schnell ein Konto eröffnen. Monatliche Kosten: 8800 VND (35 Cent) für den SMS-Service des Kontostandes. Aber es gibt Zinsen auf das Guthaben! Eine Debit-Mastercard kostet 66.000 VND (2,65€) also bestelle ich diese auch noch. Jede Überweisung kostet 6.600 VND (26 Cent). In einer Woche soll alles fertig sein. Es geht doch! Die größte Bank des Landes ist die Vietin Bank. Eine Filiale ist etwa 150m entfernt – also eröffne ich auch hier ein Konto. Die VISA debit card kostet monatlich 5.500 VND (22 Cent) und eine Überweisung 9.900 VND (40 Cent). Egal, um der Information willen ist es den Test wert. Denn bald stelle ich fest – die Webseite ist nachts oft nicht erreichbar. Aus Sicherheitsgründen? Dabei geht es gar nicht einmal um Überweisungen, allein der aktuelle Kontostand kann nicht abgerufen werden. BIDV ist übrigens kaum besser. Chrome meldet mir auf der Startseite 160 Warnungen im HTML-Code. Keiner meiner Browser zeigt die Seite korrekt an, weder Safari noch Edge noch Internet Explorer noch Chrome. Ich mache gar den Versuch, die Bank darauf hinzuweisen. Meist geht ohnehin nur alles auf Vietnamesisch, die Umschaltung auf Englisch ist entweder nicht vorhanden, nur rudimentär umgesetzt oder fehlerhaft. Zumindest im Moment. Denn hier ist viel Geld unterwegs, der Bankensektor wächst schnell – so ist auch hier die Abhilfe nur eine Frage der Zeit. Bank ← RFID für die Tiefgarage Erster Schultag → Comments Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/08/16/rfid-fuer-die-tiefgarage/,"RFID für die Tiefgarage – Stay Curious. Stay Curious. About Hofkoh Saigon RFID für die Tiefgarage Written by Matthias in Saigon Der gesamte Gebäudekomplex des Lexington ist bewacht. So auch die Tiefgarage. Wie also kann ich mich ausweisen, wenn ich meinen Roller dort parken möchte? Mit einer RFID Karte: Am Eingang gibt es einen passenden Leser, einfach draufhalten und schon öffnet sich die Schranke. Leider ist es nicht ganz so einfach: Man muss die Karte erst einmal registrieren und das passende Motorrad angeben. Ich wechsle nach einem Monat das Modell und werde in den folgenden Wochen mehrfach wiederholen, dass ich keine rote Sym Atilla Elisabeth mehr fahre, sondern eine Yamaha Nuovo. Und für die Verwaltung muss man nochmals 55.000 VND (2€) monatlich zahlen. Aber die Karte ist auch gut für den Fahrstuhl, denn sonst kommt man nicht in den 17. Stock zu meiner Wohnung. Oder in den 3. Stock zum Fitnessstudio. Oder in den 5. Stock zum Pool. Zum Glück gibt mir mein Vermieter eine zweite Karte. Roller scooter Wohnung ← Wasserpuppentheater Hanoi Bankkonto 3: BIDV und Vietin → Comments Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/08/15/wasserpuppentheater-hanoi/,"Wasserpuppentheater Hanoi – Stay Curious. Stay Curious. About Hofkoh Saigon Wasserpuppentheater Hanoi Written by Matthias in Travel Nach dem Frühstück im 10. Stock folgte ein Aussicht über die Stadt aus dem 11. Stock: Und Österreicher aus dem Silicon Valley getroffen und hoch über der Stadt philosophiert. Typisch für die vietnamesische Kultur ist aus Sicht des Theaters wohl das Wasserpuppentheater. Also habe ich jenes am Abend auch besucht. Ein Erlebnis im Text zu beschreiben ist nicht so einfach – einen Besuch ist es jedenfalls wert. Inhalt und Geschichte erhält Wikipedia und das Web zur Genüge. Kultur Urlaub Vietnam ← Ha-Long Bucht RFID für die Tiefgarage → Comments Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/08/14/ha-long-bucht/,"Ha-Long Bucht – Stay Curious. Stay Curious. About Hofkoh Saigon Ha-Long Bucht Written by Matthias in Travel Neben Höhlenbesichtigungen und bizarren Felsformen – wobei hier alles einen Drachenbezug hat – konnten wir auch mit dem Kanu fahren. Bei den beiden Felsen fragt man sich, ob es kämpfende Hähne oder küssende Hühner sind. Nun, entscheidet selbst. Maria aus Chile bzw. Neuseeland hat mir auch noch einige Bilder geschickt: Urlaub Vietnam ← Willkommen in Hanoi Wasserpuppentheater Hanoi → Comments Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/08/13/willkommen-in-hanoi/,"Willkommen in Hanoi – Stay Curious. Stay Curious. About Hofkoh Saigon Willkommen in Hanoi Written by Matthias in Travel Aus dem Zentrum der Stadt: Urlaub Vietnam ← Reifendruckkontrolle auf vietnamesisch Ha-Long Bucht → Comments Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/08/12/reifendruckkontrolle-auf-vietnamesisch/,"Reifendruckkontrolle auf vietnamesisch – Stay Curious. Stay Curious. About Hofkoh Saigon Reifendruckkontrolle auf vietnamesisch Written by Matthias in Saigon Nun bin ich schon eine Woche auf HCMCs Straßen unterwegs und frage mich, ob denn der Reifendruck bei meiner Atilla überhaupt richtig ist. Schnell ein Blick unter die Sitzbank und es werden 1,75 bar vorn und hinten empfohlen. Also auf zur Tankstelle und Druck überprüfen. Nicht in Vietnam. Dort gibt es weder Kompressor noch Druckmessgerät. Ich fahre mehrere Tankstellen an – vergebens. Dann sehe ich am Straßenrand jemanden mit einem Kompressor, der auch Motorräder repariert. Er hat geraden einen neuen Mantel aufgezogen. Sein Kompressor hat auch ein Manometer und zeigt 6 bar an. Ich zeige also die gewünschten 1,75 bar beim Tankinnendeckel und weise auf sein Manometer hin. Er pumpt vorn etwas auf und schlägt mit dem Radmutternschlüssel gegen den Reifen. Ohne auf das Manometer zu schauen. Der Klang reicht. Und wie der Schlüssel zurückspringt. Dann pumpt er noch einmal nach. Das Hinterrad findet er nach dem “Schlagtest” gleich in Ordnung. 4000 VND bezahlt und der Reifendruck sollte stimmen. Zwei Wochen später kaufe ich für 97500 VND (3,95€) ein analoges Luftdruckmessgerät und stelle fest: Das Vorderrad hat 3,5 bar, das Hinterrad 1,2 bar. Beim Vermieter des Scooters passe ich den Luftdruck auf die vorgegebenen (und sinnvollen) Werte an. Schon fährt der Roller viel besser. Merke: der gefühlt richtige Reifendruck hat oft gar nix mit dem tatsächlichen Reifendruck zu tun! Kultur Vietnam Roller ← Führungszeugnis Konsulat Willkommen in Hanoi → Comments Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/08/11/fuehrungszeugnis-konsulat/,"Führungszeugnis Konsulat – Stay Curious. Stay Curious. About Hofkoh Saigon Führungszeugnis Konsulat Written by Matthias in Saigon In Vorbereitung meiner Tätigkeit in HCMC ging unter anderem der Arbeitsvertrag mehrfach zwischen Deutschland und Vietnam hin und her. Aus meiner Sicht wurde dabei nicht sonderlich auf Details geachtet, also würde das schon irgendwie werden. So sah ich das dann auch mit dem erforderlichen Führungszeugnis. Tatsächlich ist es hier aber sehr ernst! Ich brauche also ein Führungszeugnis aus Deutschland. Das Original muss vom Deutschen Konsulat als Original bestätigt werden, bevor es übersetzt und für meinen Arbeitsvertrag bei den vietnamesischen Behörden vorgelegt werden kann. Nur kann man ein solches Führungszeugnis eigentlich nur in Deutschland persönlich beantragen. Dafür ist es jetzt zu spät … Man kann aber auch beim Konsulat einen Antrag abgeben, Geld überweisen und dann wird das Führungszeugnis an die Privatadresse in Deutschland geschickt. Wie man das dann ins Ausland bekommt, darf man selbst herausfinden. Und Geld sollte man überweisen. Sollte nach 3 Wochen fertig sein. Ging bei mir übrigens schief. Nach 6 Wochen und mehreren Anrufen sowie dem Besuch beim Bürgerbüro in Falkensee erstellten die Behörden ein neues Führungszeugnis. Und schickten es direkt nach Vietnam. Irgendwann im November kam es an. Dann endlich konnte meine Arbeitserlaubnis beantragt werden. Alle anderen Unterlagen hatte ich bis dahin schon zusammen. Ach ja, mein Visum gilt nur 3 Monate. Also musste jenes erst einmal verlängert werden. Bürokratie ← Übergangswohnung und neu mit FTTH Reifendruckkontrolle auf vietnamesisch → Comments Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
https://saiht.de/blog/2016/08/10/ankunft-saigon/,"Übergangswohnung und neu mit FTTH – Stay Curious. Stay Curious. About Hofkoh Saigon Übergangswohnung und neu mit FTTH Written by Matthias in Saigon Jetzt sind es schon 5 Tage hier in Saigon oder HCMC (Ho Chi Minh City) und es hat sich schon viel ereignet. Bevor ich die Eindrücke in Ruhe ordne gibt es hier erst einmal ein 5-Minuten-Video von meiner bescheidenen Behausung der ersten Tage: Im neuen Apartment im 17. Stock habe ich Internet über Glasfaser! Tatsächlich gibt es hier FTTH für mich als Privatkunden. Das Beste: es kostet mich nichts, da mein Vermieter alle Kosten für ein halbes Jahr inklusive VOD (Video auf Abruf) übernimmt. Dass das mitunter nicht viel bringt – dazu später mehr. Wohnung ← Bankkonto 2: sc.vn die Zweite Führungszeugnis Konsulat → Comments 7 responses to “Übergangswohnung und neu mit FTTH” August 9, 2016 Antje Meiborg-Bessim Saleh Das sieht alles sehr gut aus! Wir freuen uns dann auf ein Video aus der IGS in HCMC und das Leben in der Stadt. Weiter so und herzliche Grüße! Reply August 16, 2016 Stefanie Klein Hallo Matthias, habe gerade Dein Ankomm-Video gesehen. Sehr hübsch und sehr vorzeigesauber. Ich hoffe, es geht Dir auch weiterhin gut. Was mich nur wunderte: am Ende des Videos sehe ich plötzlich kleine Bilder, die mich auf Artikel von “Bruderinfo” hinweisen. Was hast Du mit denen zu tun? Steffi Reply September 5, 2016 Matthias Kreier Nein, die vorgeschlagenen Videos generiert Google/Youtube aus meinen Videos, ähnlichen Videos und insbesondere aus deinem eigenen Verlauf gesehener Videos. Daher erhält jeder Nutzer eine eigene Liste. Die kann ich nicht beeinflussen. Reply October 29, 2016 Annabel Hallo Matthias wir haben dich nun auch endeckt schöne homepage. Das macht dir bestimmt viel Spaß da.Sieht schön aus. Annabel Lade bitte mehr Videos auf Youtube hoch. 😀 Reply March 4, 2017 Matthias Kreier Hallo Annabel, ich arbeite daran … Reply October 29, 2016 Annabel wir abbonieren dich auch gleich 😀 Reply February 1, 2017 Annett Schmitt (früher Eckert) Hallo Matthias, nach Deiner Postkarte versuche ich einen passenden Kontakt von Dir zu finden. Habe leider nur uralte Adressen… Melde Dich doch mal! Liebe Grüsse Annett Reply Leave a Reply Cancel reply Your email address will not be published. Required fields are marked * Comment * Name * Email * Website Save my name, email, and website in this browser for the next time I comment. Δ Stay Curious. saiht.de/blog blog About GitHub Twenty Twenty-Five Designed with WordPress"
